ServerJobInstanceTaskID,ServerJobInstanceID,ServerJobStatus,ServerJobStatusVerbose,ExecutionServerID,ExecutionServerName,ExecutionGrouping,ExecutionParallelism,Ordinal,Started,Completed,RunTimeSeconds,MaxRunTimeMinutes,ScriptBlock,Result,LogFile,MaxAttempts,Attempts,Created,Updated,UpdatedBy
8628471,117936,Succeeded,Succeeded - Completed successfully,114385,ash1-web1798,0,0.08,1,2/11/2021 2:13:49 AM,2/11/2021 2:14:00 AM,10.7533,5,OfflineIISResetUsingKeepAliveFiles $(GetIP 114385); ,True  ,C:\Roblox\TemporaryFiles\d65c5e7f-bc26-4a04-aa40-a82c92bebb1e.log,1,1,2/11/2021 2:13:37 AM,2/11/2021 2:14:00 AM,RobloxDataAccess
